,;: Restarting fuzzing
6,27582,2488524151,-;device lo entered promiscuous mode
6,27583,2488525876,-;device lo left promiscuous mode
6,27584,2488559087,-;device lo entered promiscuous mode
6,27585,2488560679,-;device lo left promiscuous mode
6,27586,2488561368,-;device lo entered promiscuous mode
6,27587,2488562995,-;device lo left promiscuous mode
6,27588,2488566661,-;device lo entered promiscuous mode
6,27589,2488568315,-;device lo left promiscuous mode
6,27590,2488569055,-;device lo entered promiscuous mode
6,27591,2488570781,-;device lo left promiscuous mode
6,27592,2488574348,-;device lo entered promiscuous mode
6,27593,2488576027,-;device lo left promiscuous mode
6,27594,2488576763,-;device lo entered promiscuous mode
6,27595,2488578455,-;device lo left promiscuous mode
6,27596,2488580718,-;device lo entered promiscuous mode
6,27597,2488582295,-;device lo left promiscuous mode
6,27598,2488583014,-;device lo entered promiscuous mode
6,27599,2488584715,-;device lo left promiscuous mode
6,27600,2488588207,-;device lo entered promiscuous mode
6,27601,2488589794,-;device lo left promiscuous mode
6,27602,2488590530,-;device lo entered promiscuous mode
6,27603,2488592199,-;device lo left promiscuous mode
6,27604,2488595816,-;device lo entered promiscuous mode
6,27605,2488597396,-;device lo left promiscuous mode
6,27606,2488598103,-;device lo entered promiscuous mode
6,27607,2488599864,-;device lo left promiscuous mode
6,27608,2488602009,-;device lo entered promiscuous mode
6,27609,2488603639,-;device lo left promiscuous mode
6,27610,2488604412,-;device lo entered promiscuous mode
6,27611,2488606121,-;device lo left promiscuous mode
6,27612,2488608466,-;device lo entered promiscuous mode
6,27613,2488610056,-;device lo left promiscuous mode
6,27614,2488610783,-;device lo entered promiscuous mode
6,27615,2488612549,-;device lo left promiscuous mode
6,27616,2488616106,-;device lo entered promiscuous mode
6,27617,2488617789,-;device lo left promiscuous mode
6,27618,2488618568,-;device lo entered promiscuous mode
6,27619,2488620300,-;device lo left promiscuous mode
6,27620,2492079785,-;device lo entered promiscuous mode
6,27621,2492081718,-;device lo left promiscuous mode
6,27622,2492083779,-;device lo entered promiscuous mode
6,27623,2492085377,-;device lo left promiscuous mode
6,27624,2492085834,-;device lo entered promiscuous mode
6,27625,2492087384,-;device lo left promiscuous mode
6,27626,2492087902,-;device lo entered promiscuous mode
6,27627,2492089867,-;device lo left promiscuous mode
6,27628,2492092044,-;device lo entered promiscuous mode
6,27629,2492093377,-;device lo left promiscuous mode
6,27630,2492093818,-;device lo entered promiscuous mode
6,27631,2492095350,-;device lo left promiscuous mode
6,27632,2492096011,-;device lo entered promiscuous mode
6,27633,2492098023,-;device lo left promiscuous mode
6,27634,2492100278,-;device lo entered promiscuous mode
6,27635,2492101692,-;device lo left promiscuous mode
6,27636,2492102319,-;device lo entered promiscuous mode
6,27637,2492104066,-;device lo left promiscuous mode
6,27638,2492104730,-;device lo entered promiscuous mode
6,27639,2492106599,-;device lo left promiscuous mode
6,27640,2492108369,-;device lo entered promiscuous mode
6,27641,2492109790,-;device lo left promiscuous mode
6,27642,2492110456,-;device lo entered promiscuous mode
6,27643,2492111989,-;device lo left promiscuous mode
6,27644,2492112659,-;device lo entered promiscuous mode
6,27645,2492114447,-;device lo left promiscuous mode
6,27646,2492116128,-;device lo entered promiscuous mode
6,27647,2492117486,-;device lo left promiscuous mode
6,27648,2492118168,-;device lo entered promiscuous mode
6,27649,2492119682,-;device lo left promiscuous mode
6,27650,2492120378,-;device lo entered promiscuous mode
6,27651,2492122444,-;device lo left promiscuous mode
6,27652,2492124215,-;device lo entered promiscuous mode
6,27653,2492125680,-;device lo left promiscuous mode
6,27654,2492126328,-;device lo entered promiscuous mode
6,27655,2492128023,-;device lo left promiscuous mode
6,27656,2492128654,-;device lo entered promiscuous mode
6,27657,2492130458,-;device lo left promiscuous mode
6,27658,2492132197,-;device lo entered promiscuous mode
6,27659,2492133634,-;device lo left promiscuous mode
6,27660,2492134320,-;device lo entered promiscuous mode
6,27661,2492135872,-;device lo left promiscuous mode
6,27662,2492136569,-;device lo entered promiscuous mode
6,27663,2492138490,-;device lo left promiscuous mode
6,27664,2492140702,-;device lo entered promiscuous mode
6,27665,2492142129,-;device lo left promiscuous mode
6,27666,2492142808,-;device lo entered promiscuous mode
6,27667,2492144264,-;device lo left promiscuous mode
6,27668,2492144957,-;device lo entered promiscuous mode
6,27669,2492146782,-;device lo left promiscuous mode
6,27670,2492148605,-;device lo entered promiscuous mode
6,27671,2492150066,-;device lo left promiscuous mode
6,27672,2492150755,-;device lo entered promiscuous mode
6,27673,2492152344,-;device lo left promiscuous mode
6,27674,2492153042,-;device lo entered promiscuous mode
6,27675,2492154984,-;device lo left promiscuous mode
6,27676,2492157125,-;device lo entered promiscuous mode
6,27677,2492158606,-;device lo left promiscuous mode
6,27678,2492159172,-;device lo entered promiscuous mode
6,27679,2492160737,-;device lo left promiscuous mode
6,27680,2492161436,-;device lo entered promiscuous mode
6,27681,2492163274,-;device lo left promiscuous mode
6,27682,2492165105,-;device lo entered promiscuous mode
6,27683,2492166674,-;device lo left promiscuous mode
6,27684,2492167304,-;device lo entered promiscuous mode
6,27685,2492169067,-;device lo left promiscuous mode
6,27686,2492169889,-;device lo entered promiscuous mode
6,27687,2492171996,-;device lo left promiscuous mode
6,27688,2492173989,-;device lo entered promiscuous mode
6,27689,2492175565,-;device lo left promiscuous mode
6,27690,2492176158,-;device lo entered promiscuous mode
6,27691,2492177622,-;device lo left promiscuous mode
6,27692,2492178294,-;device lo entered promiscuous mode
6,27693,2492180130,-;device lo left promiscuous mode
6,27694,2492181842,-;device lo entered promiscuous mode
6,27695,2492183474,-;device lo left promiscuous mode
6,27696,2492184148,-;device lo entered promiscuous mode
6,27697,2492185691,-;device lo left promiscuous mode
6,27698,2492186375,-;device lo entered promiscuous mode
6,27699,2492188734,-;device lo left promiscuous mode
6,27700,2492191439,-;device lo entered promiscuous mode
6,27701,2492193590,-;device lo left promiscuous mode
6,27702,2492194304,-;device lo entered promiscuous mode
6,27703,2492196452,-;device lo left promiscuous mode
6,27704,2492197182,-;device lo entered promiscuous mode
6,27705,2492199796,-;device lo left promiscuous mode
6,27706,2492202457,-;device lo entered promiscuous mode
6,27707,2492204481,-;device lo left promiscuous mode
6,27708,2492205196,-;device lo entered promiscuous mode
6,27709,2492207798,-;device lo left promiscuous mode
6,27710,2492208522,-;device lo entered promiscuous mode
6,27711,2492211427,-;device lo left promiscuous mode
6,27712,2492214690,-;device lo entered promiscuous mode
6,27713,2492217127,-;device lo left promiscuous mode
6,27714,2492217812,-;device lo entered promiscuous mode
6,27715,2492219854,-;device lo left promiscuous mode
6,27716,2492220566,-;device lo entered promiscuous mode
6,27717,2492223254,-;device lo left promiscuous mode
6,27718,2492226060,-;device lo entered promiscuous mode
6,27719,2492227983,-;device lo left promiscuous mode
6,27720,2492228685,-;device lo entered promiscuous mode
6,27721,2492231511,-;device lo left promiscuous mode
6,27722,2492234094,-;device lo entered promiscuous mode
6,27723,2492236236,-;device lo left promiscuous mode
6,27724,2492236988,-;device lo entered promiscuous mode
6,27725,2492238778,-;device lo left promiscuous mode
6,27726,2492239522,-;device lo entered promiscuous mode
6,27727,2492241644,-;device lo left promiscuous mode
6,27728,2492244343,-;device lo entered promiscuous mode
6,27729,2492246155,-;device lo left promiscuous mode
6,27730,2492246954,-;device lo entered promiscuous mode
6,27731,2492248921,-;device lo left promiscuous mode
6,27732,2492249645,-;device lo entered promiscuous mode
6,27733,2492251427,-;device lo left promiscuous mode
6,27734,2492253371,-;device lo entered promiscuous mode
6,27735,2492254778,-;device lo left promiscuous mode
6,27736,2492255425,-;device lo entered promiscuous mode
6,27737,2492256910,-;device lo left promiscuous mode
6,27738,2492257557,-;device lo entered promiscuous mode
6,27739,2492259497,-;device lo left promiscuous mode
6,27740,2492261449,-;device lo entered promiscuous mode
6,27741,2492294585,-;device lo left promiscuous mode
6,27742,2492295444,-;device lo entered promiscuous mode
6,27743,2492297100,-;device lo left promiscuous mode
6,27744,2492297852,-;device lo entered promiscuous mode
6,27745,2492299364,-;device lo left promiscuous mode
6,27746,2492301338,-;device lo entered promiscuous mode
6,27747,2492302793,-;device lo left promiscuous mode
6,27748,2492303549,-;device lo entered promiscuous mode
6,27749,2492305071,-;device lo left promiscuous mode
6,27750,2492305812,-;device lo entered promiscuous mode
6,27751,2492307731,-;device lo left promiscuous mode
6,27752,2492309681,-;device lo entered promiscuous mode
6,27753,2492311295,-;device lo left promiscuous mode
6,27754,2492312071,-;device lo entered promiscuous mode
6,27755,2492313658,-;device lo left promiscuous mode
6,27756,2492314423,-;device lo entered promiscuous mode
6,27757,2492316004,-;device lo left promiscuous mode
6,27758,2492317968,-;device lo entered promiscuous mode
6,27759,2492319558,-;device lo left promiscuous mode
6,27760,2492320347,-;device lo entered promiscuous mode
6,27761,2492322151,-;device lo left promiscuous mode
6,27762,2492322973,-;device lo entered promiscuous mode
6,27763,2492324741,-;device lo left promiscuous mode
6,27764,2492326821,-;device lo entered promiscuous mode
6,27765,2492328496,-;device lo left promiscuous mode
6,27766,2492329298,-;device lo entered promiscuous mode
6,27767,2492331345,-;device lo left promiscuous mode
6,27768,2492332201,-;device lo entered promiscuous mode
6,27769,2492333957,-;device lo left promiscuous mode
6,27770,2492336507,-;device lo entered promiscuous mode
6,27771,2492338118,-;device lo left promiscuous mode
6,27772,2492338927,-;device lo entered promiscuous mode
6,27773,2492340631,-;device lo left promiscuous mode
6,27774,2492341456,-;device lo entered promiscuous mode
6,27775,2492343498,-;device lo left promiscuous mode
6,27776,2492345842,-;device lo entered promiscuous mode
6,27777,2492347868,-;device lo left promiscuous mode
6,27778,2492348667,-;device lo entered promiscuous mode
6,27779,2492350360,-;device lo left promiscuous mode
6,27780,2492351161,-;device lo entered promiscuous mode
6,27781,2492352970,-;device lo left promiscuous mode
6,27782,2492355118,-;device lo entered promiscuous mode
6,27783,2492356786,-;device lo left promiscuous mode
6,27784,2492357600,-;device lo entered promiscuous mode
6,27785,2492359620,-;device lo left promiscuous mode
6,27786,2492360422,-;device lo entered promiscuous mode
6,27787,2492362115,-;device lo left promiscuous mode
6,27788,2492364461,-;device lo entered promiscuous mode
6,27789,2492366127,-;device lo left promiscuous mode
6,27790,2492367009,-;device lo entered promiscuous mode
6,27791,2492369030,-;device lo left promiscuous mode
6,27792,2492369938,-;device lo entered promiscuous mode
6,27793,2492371956,-;device lo left promiscuous mode
6,27794,2492374122,-;device lo entered promiscuous mode
6,27795,2492375827,-;device lo left promiscuous mode
6,27796,2492376622,-;device lo entered promiscuous mode
6,27797,2492378392,-;device lo left promiscuous mode
6,27798,2492379252,-;device lo entered promiscuous mode
6,27799,2492381151,-;device lo left promiscuous mode
6,27800,2492383556,-;device lo entered promiscuous mode
6,27801,2492385334,-;device lo left promiscuous mode
6,27802,2492386154,-;device lo entered promiscuous mode
6,27803,2492387931,-;device lo left promiscuous mode
6,27804,2492388754,-;device lo entered promiscuous mode
6,27805,2492390503,-;device lo left promiscuous mode
6,27806,2492392721,-;device lo entered promiscuous mode
6,27807,2492394438,-;device lo left promiscuous mode
6,27808,2492395237,-;device lo entered promiscuous mode
6,27809,2492396926,-;device lo left promiscuous mode
6,27810,2492397725,-;device lo entered promiscuous mode
6,27811,2492399457,-;device lo left promiscuous mode
6,27812,2492401647,-;device lo entered promiscuous mode
6,27813,2492403272,-;device lo left promiscuous mode
6,27814,2492404000,-;device lo entered promiscuous mode
6,27815,2492405696,-;device lo left promiscuous mode
6,27816,2492406550,-;device lo entered promiscuous mode
6,27817,2492408336,-;device lo left promiscuous mode
6,27818,2492410506,-;device lo entered promiscuous mode
6,27819,2492412212,-;device lo left promiscuous mode
6,27820,2492413041,-;device lo entered promiscuous mode
6,27821,2492414807,-;device lo left promiscuous mode
6,27822,2492415739,-;device lo entered promiscuous mode
6,27823,2492417520,-;device lo left promiscuous mode
6,27824,2493698383,-;device lo entered promiscuous mode
6,27825,2493699713,-;device lo left promiscuous mode
6,27826,2493700269,-;device lo entered promiscuous mode
6,27827,2493701882,-;device lo left promiscuous mode
6,27828,2493702709,-;device lo entered promiscuous mode
6,27829,2493704197,-;device lo left promiscuous mode
6,27830,2493704781,-;device lo entered promiscuous mode
6,27831,2493706331,-;device lo left promiscuous mode
6,27832,2493707084,-;device lo entered promiscuous mode
6,27833,2493708553,-;device lo left promiscuous mode
6,27834,2493709177,-;device lo entered promiscuous mode
6,27835,2493710859,-;device lo left promiscuous mode
6,27836,2493711667,-;device lo entered promiscuous mode
6,27837,2493713160,-;device lo left promiscuous mode
6,27838,2493713742,-;device lo entered promiscuous mode
6,27839,2493715312,-;device lo left promiscuous mode
